Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
803,Hypsilophodon_foxi,Hypsilophodon_foxi,Ornithischia,Ornithischia,Ornithischia,Late_Barremian,Late_Barremian,173,70,21.2,22.2,,,147,50,,,,,,BMNH R192 (NEC/RBB),mature; similar in size to adult of Werning 2012,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R192,68.18,,70,0,measured,50,0,measured,24.10674656,0.135
804,Iguanacolossus_fortis,Iguanacolossus_fortis,Ornithischia,Iguanodontia,Iguanodontia,Barremian,Barremian,,,,,,,,,,,,,,McDonald et al 2010a,incomplete fibula 630 mm; quadrate height 325mm,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 20205,,,,,,,,,,
805,Iguanodon_bernissartensis,Iguanodon_bernissartensis,Ornithischia,Iguanodontia,Iguanodontia_3,Barremian,Early_Aptian,1038.8,490,153.7,144.1,852.5,388,818,337.5,116.3,89.9,212.5,495,342.5,IRSNB R51 (NEC),mature,0,0,"IRSNB, Institut royal des Sciences naturelles de Belgique, Brussels, Belgium",IRSNB R51,467.9,325.23,490,0,measured,337.5,0,measured,8268.264494,0.154882684
806,Iguanodon_seeleyi,Iguanodon_seeleyi,Ornithischia,Iguanodontia,Iguanodontia_3,Barremian,Early_Aptian,,639,,,,,,397,,,,,370,BMNH R250 (NEC),limb lengths not complete; mature,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R250…,,,639,0,measured,397,0,measured,15336.37963,0.152228658
807,Jaxartosaurus_aralensis,Jaxartosaurus_aralensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Coniacian,Santonian,,,,,,,,,,,,,,Rozhdestvensky 1968,no limbs; Braincase and skull roof only; immature; Sues et al 2009,1,0,,PEN AN SSR I/5009,,,,,,,,,,
808,Jeholosaurus_shangyuanensis,Jeholosaurus_shangyuanensis,Ornithischia,Ornithischia,Ornithischia,Early_Aptian,Early_Aptian,135.5,50.2,,,160,41,,,,,,,75.5,(NEC),mature; fused neurocentral sutures: Han et al 2012,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V???,,,50.2,0,measured,,,,9.663980725,0.135
809,Jeyawati_rugoculus,Jeyawati_rugoculus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Early_Turonian,Middle_Turonian,,,,,,,,,,,,,,McDonald et al. 2010b,no limbs; quadrate height 153mm; immature/mature; McDonald et al 2010; not a juvenile -  fused neurocentral sutures,1,0,"MSM, Mesa Southwest Museum (now Arizona Museum of Natural History), Mesa, Arizona, USA",MSM P4166,,,,,,,,,,
810,Jiangjunosaurus_junggarensis,not,Ornithischia,Stegosauria,Stegosauria,Oxfordian,Oxfordian,,,,,,,,,,,,,,Jia et al. 2007,skull and neck only,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP 14724,,,,,,,,,,
811,Jinzhousaurus_yangi,Jinzhousaurus_yangi,Ornithischia,Hadrosauroidea,Hadrosauroidea,121,119.4,625,,,,,,420,,58.5,,,265,,Wang et al. 2011,mature; Wang et al 2011,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12691,,,228.86,0.0421,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,176.7,0.0327,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,1163.91793,0.244840227
812,Kangnasaurus_coetzeei,Kangnasaurus_coetzeei,Ornithischia,Iguanodontia,Iguanodontia,Late_Cretaceous,Late_Cretaceous,383,162,,,,,,,,,,,,SAM-PK-2731 (NEC),immature; Cooper 1985,1,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM-PK-2731,,,162,0,measured,,,,,
813,Kentrosaurus_aethiopicus,Kentrosaurus_aethiopicus,Ornithischia,Stegosauria,Stegosauria,Late_Kimmeridgian,Tithonian,645,245,84,62,,,353,210,65,57,,,,Galton 1982,Composite of multiple individuals,0,1,"MB, Museum für Naturkunde, Berlin, Germany","HMN, mounted composite skeleton including material (here femur) from the lectotype",230.64,191.84,245,0,measured,210,0,measured,1596.860215,0.152657544
814,Kerberosaurus_manakini,Kerberosaurus_manakini,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,Bolotsky and Godefroit 2004,no limbs; Posterior braincase only,0,0,"AENM, Amur Natural History Museum, Blagoveschensk, Russia",AENM 1/319,,,,,,,,,,
815,Koreaceratops_hwaseongensis,Koreaceratops_hwaseongensis,Ornithischia,Ceratopsia,Ceratopsia_2,Albian,Albian,,,,,,,,,,,,,107.8,Lee et al. 2011,Tibial distal width 61 mm,0,0,"KIGAM, Korea Institute of Geoscience and Mineral Resources, Daejeon, Republic of Korea",KIGAM VP 200801,,,,,,,,,,
816,Koreanosaurus_boseongensis,Koreanosaurus_boseongensis,Ornithischia,Ornithischia,Ornithischia,Santonian,Campanian,,,,,,,215,,26,,,,,Huh et al. 2010,femur from smaller individuals 196.5 mm KDRC BB3; mature; Huh et al 2010,0,0,"KDRC, Korea Dinosaur Research Center, Chonnam National University, Gwangju, Republic of Korea",KDRC BB2,,,,,,,,,,
817,Kosmoceratops_richardsoni,Kosmoceratops_richardsoni,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,Sampson et al. 2010,no limb measurements presented in publication; basal length = 915; total length including frill = 1751 (measured from figure); mature,0,0,"UMNH, University of Utah Museum of Natural History, Salt Lake City, Utah, USA",UMNH VP 12198,,,,,,,,,,
818,Kritosaurus_navajovius,Kritosaurus_navajovius,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1045,,,,943,,,,,,,,363,Lull and Wright 1942,"holotype has no limbs, skull length is as reconstructed, quadrate length 515mm; limb measurements based on that given by Jones et al 2000, name was given in quotation marks; mature; Prieto-Marquez 2013",0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5799,,,404.62,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,,,,,
819,Kundurosaurus_nagornyi,Kundurosaurus_nagornyi,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,607,,Godefroit et al. 2012b,"bonebed material, humerus present but is small, 303 mm in length",0,1,"AENM, Amur Natural History Museum, Blagoveschensk, Russia",AENM 2/904,,,,,,,,,,
820,Lambeosaurus_clavintialis,Lambeosaurus_clavintialis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1050,,,114.6,1045,,520,,,84,,616,300,CMN 8703 (NEC); Lull and Wright 1942; Evans 2010,"Check publication for material, cannot find the forelimb elements; mature",0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8703,,,406.77,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,310.67,0.0475,HC_for_quadrupedal_iguanodontians_using_HAP_and_equation_.34.,5584.784675,0.289900216
821,Lambeosaurus_lambei,Lambeosaurus_lambei,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1052.5,367.5,116.1,104.7,900,338,522.5,225,74.8,62.4,138,305,378,ROM 1218 (NEC/MTC); Evans 2010,mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 1218,347.06,215.95,367.5,0,measured,225,0,measured,3300.256187,0.152358713
822,Lambeosaurus_magnicristatus,Lambeosaurus_magnicristatus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1000,,,102.8,1010,,482,,60.7,53.5,,625,371,TMP 66.4.1 (MTC); Evans 2010,mature,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 66.4.1,,179.56,385.35,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,187.83,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,3012.764326,0.246446093
823,Lanzhousaurus_magnidens,Lanzhousaurus_magnidens,Ornithischia,Iguanodontia,Iguanodontia,Early_Cretaceous,Early_Cretaceous,,,,,,,,,,,,,,You et al. 2005b,no limbs; Very Partial appendicular skeleton; dentary length 670 mm,0,0,"GSLTZ, Fossil Research and Development Center of the Third Geology and Mineral Resources Exploration Academy of Gansu Province, China",GSLTZP01-001,,,,,,,,,,
824,Leptoceratops_gracilis,Leptoceratops_gracilis,Ornithischia,Ceratopsia,Ceratopsia_3,Late_Maastrichtian,Late_Maastrichtian,244,162,,,219,,295,117,,,68,196,,AMNH 5205 (DCE),,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5205,,,162,0,measured,117,0,measured,416.1950678,0.150536423
825,Lesothosaurus_diagnosticus,Lesothosaurus_diagnosticus,Ornithischia,Ornithischia,Ornithischia,Hettangian,Sinemurian,102,43,11.6,12.1,129,32.5,65,20,,,,37,67,BMNH RUB17 (RBJB),Femur and Humerus measurements from RBJB; other circumference measurements from Carrano's dataset; other lengths from Butler 2005; diameters from Butler 2010,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH RUB17,37.23,,43,0,measured,20,0,measured,6.314028046,0.135
826,Levnesovia_transoxiana,Levnesovia_transoxiana,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Turonian,Late_Turonian,,,,,,,,,,,,,,Sues and Averianov 2009a,"postcranial material not well known, very partial; mature; Sues et al 2009",0,0,"USNM, United States National Museum, Washington DC, USA",USNM 538191,,,,,,,,,,
827,Liaoceratops_yanzigouensis,Liaoceratops_yanzigouensis,Ornithischia,Ceratopsia,Ceratopsia_2,Early_Aptian,Early_Aptian,,,,,,,,,,,,,,Xu et al. 2002,skull only,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V12738,,,,,,,,,,
828,Lophorhothon_atopus,Lophorhothon_atopus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Early_Campanian,Early_Campanian,616,211,78.3,45,574,180,,,,,,,237.5,CNHM P27383 (MTC),immature; Langston 1960,1,0,"FMNH, Field Museum of Natural History, Chicago, U.S.A",FMNH P27383,197.23,,211,0,measured,,,,,
829,Loricatosaurus_priscus,Loricatosaurus_priscus,Ornithischia,Stegosauria,Stegosauria,Middle_Callovian,Middle_Callovian,900,300,115,80,,232,535,261,85,66,,,,BMNH R3167 (RBJB),Ulna length from Maidment et al. 2008,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R3167,308.78,238.13,300,0,measured,261,0,measured,2840.00615,0.153387245
830,Lurdusaurus_arenatus,not,Ornithischia,Iguanodontia,Iguanodontia,Aptian,Albian,910,457,,,777,,632,276,,,167,340,109,MNHN GDF 1700 (NEC),forelimb measurements from cast at IRSNB; skull length is an estimate in Taquet and Russell 1999; mature; large size: You et al. 2005,0,0,"MNHN, Musee Nationale d'Histoire Naturelle, Paris, France",MNHN GDF 1700,,,457,0,measured,276,0,measured,5924.141568,0.153405781
831,Lycorhinus_angustidens,Lycorhinus_angustidens,Ornithischia,Ornithischia,Ornithischia,Hettangian,Sinemurian,,,,,,,,,,,,,,Haughton 1924,"Only a partial lower jaw, considered to be a nomen dubia by Charig and Crompton 1974. Canine crown height: 19.5 mm; 7mm long @base",0,0,"SAM, South African Iziko Museum, Capetown, South Africa",SAM K337,,,,,,,,,,
832,Macrogryphosaurus_gondwanicus,Macrogryphosaurus_gondwanicus,Ornithischia,Iguanodontia,Iguanodontia,Middle_Coniacian,Late_Coniacian,,,,,,,,,,,,,,Calvo et al. 2007,No limbs or skull only partial axial skeleton; immature; Calvo et al 2007,1,0,"MUCP, Museo Argentino de Ciencas Naturales, Universidad Nacional del Comahue, Argentina",MUCPv-321,,,,,,,,,,
833,Magnapaulia_laticaudus,Magnapaulia_laticaudus,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,1280,,,,,,803,,,,,,,Prieto-Marquez et al. 2012,mature,0,0,"LACM, Los Angeles County Museum, California, USA",LACM 17712,,,506.66,0.0416,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,332.44,0.0523,HC_for_quadrupedal_iguanodontians_using_HL_and_equation_.35.,8590.843808,0.320518864
834,Magnirostris_dodsoni,not,Ornithischia,Ceratopsia,Ceratopsia_3,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,You and Dong 1983,"no postcrania, skull basal length: 330 mm",0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V 12513,,,,,,,,,,
835,Maiasaura_peeblesorum,Maiasaura_peeblesorum,Ornithischia,Hadrosauroidea,Hadrosauroidea,Middle_Campanian,Late_Campanian,1020,410,,,,,580,205,63.2,56,121.5,565,410,ROM 44770 (NEC); Taquet & Russell 1999,mature,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 44770,,187.41,410,0,measured,205,0,measured,3656.367419,0.152977623
836,Manidens_condorensis,Manidens_condorensis,Ornithischia,Ornithischia,Ornithischia,Aalenian,Bajocian,,,,,,,,,,,,,,Pol et al. 2011,Mandible length 63 mm (without predent); skull length is approximated; similar size to Fruitadens according to authors,0,0,"MPEF, Museo Paleontólogico Edigio Feruglio, Trelew, Argentina",MPEF-PV 3211,,,,,,,,,,
837,Mantellisaurus_atherfieldensis,Mantellisaurus_atherfieldensis,Ornithischia,Iguanodontia,Iguanodontia_3,Hauterivian,Barremian,735,270,95.4,75.3,677.5,240.5,435,167,61,43.8,110,335,266.5,IRSNB R57 (NEC/MTC),,0,0,"IRSNB, Institut royal des Sciences naturelles de Belgique, Brussels, Belgium",IRSNB R57,269.07,165.73,270,0,measured,167,0,measured,1429.130459,0.152232568
838,Medusaceratops_lokii,not,Ornithischia,Ceratopsidae,Ceratopsidae,Middle_Campanian,Middle_Campanian,,,,,,,,,,,,,,Ryan et al. 2010,Parietals only known; mature,0,0,WDC,WDC-DJR-001,,,,,,,,,,
839,Micropachycephalosaurus_hongtuyanensis,Micropachycephalosaurus_hongtuyanensis,Ornithischia,Ornithischia,Ornithischia,Campanian,Campanian,119,42,10.5,13,,,,,,,,,,pers. obs. NEC,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V5542,37.02,,42,0,measured,,,,5.918491251,0.135
840,Minmi_paravertebra,Minmi_paravertebra,Ornithischia,Ankylosauria,Ankylosauria,Valanginian,Barremian,310,,46.1,37.9,270,,280,,35.3,32.7,,,,"QM F18101 (pers. comm. Lucy Grace Leahey, November 2013); Molnar",total body length estimated to be 2.5-3.5 m; mature; Molnar 1996,0,0,"QM, Queensland Museum, Brisbane, Australia",QM F18101,132.26,106.85,139.9,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,111.27,0.0202,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,311.7661162,0.194996256
841,Minotaurasaurus_ramachandrani,Minotaurasaurus_ramachandrani,Ornithischia,Ankylosauria,Ankylosauria,Campanian,Campanian,,,,,,,,,,,,,,Miles and Miles 2009,Maximum width 430; immature?; Miles and Miles 2009,1,0,"INBR, Victor Valley Museum, Apple Valley, California, USA",INBR21004,,,,,,,,,,
842,Miragaia_longicollum,not,Ornithischia,Stegosauria,Stegosauria,Late_Kimmeridgian,Early_Tithonian,,,,,,,715,369,139,84,203,459,,Mateus et al. 2009,no hind limbs,0,0,"ML, Lourinha Museum, Lourinha, Portugal",ML 433,,355.63,428.09,0.0274,FC_for_thyreophorans_using_HC_and_equation_.23.,369,0,measured,7459.488771,0.232881215
843,Mochlodon_suessi,Mochlodon_suessi,Ornithischia,Iguanodontia,Iguanodontia,Early_Campanian,Early_Campanian,194,,,,,,,,,,,,,Osi et al. 2012,mature,0,1,,,,,73.19,0.0439,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,,,,,
844,Mochlodon_vorosi,Mochlodon_vorosi,Ornithischia,Iguanodontia,Iguanodontia,Santonian,Santonian,218,77,,,,,156,43,,,,,,"Osi et al. 2012; and Attila Osi, pers. comm. 9th July 2013; humerus MTM 2012.23.1; femur MTM V 01.225",multiple adult individuals,0,1,"MTM, Hungarian Natural History Museum, Budapest, Hungary","MTM 2012.23.1 (humerus), V 01.225 (femur)",,,77,0,measured,43,0,measured,40.91591183,0.150415133
845,Monoclonius_lowei,not,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,CMN 8790 (DCE),skull only; measurements from Sampson 1995,0,0,"CMN, Canadian Museum of Nature, Ottawa, Canada",CMN 8790,,,,,,,,,,
846,Montanoceratops_cerorynchus,Montanoceratops_cerorynchus,Ornithischia,Ceratopsia,Ceratopsia_3,Early_Maastrichtian,Early_Maastrichtian,346,122.5,42.6,33.7,335.5,117.5,263,86.3,28.4,24.9,51.2,,,MOR 300 (MTC),,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 300,120.26,83.81,122.5,0,measured,86.3,0,measured,187.6000751,0.151129176
847,Muttaburrasaurus_langdoni,Muttaburrasaurus_langdoni,Ornithischia,Iguanodontia,Iguanodontia,Late_Albian,Early_Cenomanian,990,460,168.8,108.9,962,,,,76,69,,512,459,"BMNH R9604 (RBJB, MTC); Bartholomai & Molnar 1981","Measured from a cast; RBB measurements FL=1030, FC=425",0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R9604,441.3,227.9,460,0,measured,238.89,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,5196.708624,0.184485721
848,Mymoorapelta_maysi,Mymoorapelta_maysi,Ornithischia,Ankylosauria,Ankylosauria,Kimmeridgian,Tithonian,,,,,,,,,,,,,,Kirkland & Carpenter 1994,no other limbs; mature; Kirkland and Carpenter 1994,1,0,"MWC, Museum of estern Colorado, Grand Junction, Colorado",MWC 1814,,,,,,,,,,
849,Naashoibitosaurus_ostromi,Naashoibitosaurus_ostromi,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,Hunt and Lucas 1993,no limbs; quadrate height 330 mm pers. obs. NEC; mature; Prieto-Marquez 2013,0,0,NMMNH,NMMNH P-16106,,,,,,,,,,
850,Nanningosaurus_dashiensis,Nanningosaurus_dashiensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Cretaceous,Late_Cretaceous,976,,143,,915,,,,,69,,,,Mo et al. 2007,,0,0,"NHM, Natural History Museum of Guangxi, China",NHMG8142,,,375.11,0.0414,FC_for_quadrupedal_iguanodontians_using_FL_and_equation_.30.,255.35,0.0464,HC_for_quadrupedal_iguanodontians_using_HAP_and_equation_.34.,3914.658535,0.283551099
851,Nanyangosaurus_zhugeii,Nanyangosaurus_zhugeii,Ornithischia,Hadrosauroidea,Hadrosauroidea,Albian,Albian,524,216,81,48,526,189,265,114,34,,,230,193,Xu et al. 2000,mature/immature; tunnel-like intercondylar groove on femur: Gilpin et al 2007; immature according to Paul 2008 (no justification),1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V11821,205.96,,216,0,measured,114,0,measured,660.3090989,0.153148973
852,Nedoceratops_hatcheri,Nedoceratops_hatcheri,Ornithischia,Ceratopsidae,Ceratopsidae,Late_Maastrichtian,Late_Maastrichtian,,,,,,,,,,,,,,Farke 2011,"Skull only, Probably synonymous with Triceratops",0,0,"USNM, United States National Museum, Washington DC, USA",USNM 2412,,,,,,,,,,
853,Niobrarasaurus_coleii,Niobrarasaurus_coleii,Ornithischia,Ankylosauria,Ankylosauria,Late_Coniacian,Middle_Santonian,490,,65,60,365,,380,,68,58,,270,105,Mehl 1936; Carpenter et al. 1995,immature; Carpenter et al. 1995,1,0,"MU, University of Missouri, Columbia, USA",MU 650VP,196.43,198.23,206.38,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,207.54,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,1231.075463,0.197413329
854,Nodocephalosaurus_kirtlandensis,Nodocephalosaurus_kirtlandensis,Ornithischia,Ankylosauria,Ankylosauria,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,Sullivan 1999,Skull only; mature; Sullivan 1999,0,0,"SMP, State Museum of Pennsylvania, Harrisburg, Pennsylvania, USA",SMP VP-900,,,,,,,,,,
855,Nodosaurus_textilis,Nodosaurus_textilis,Ornithischia,Ankylosauria,Ankylosauria,Middle_Cenomanian,Middle_Cenomanian,609,288,101.1,63.4,455,213,,,,,,,124,YPM 1815 (MTC),"Parts of the forelimb, including the humeral shaft, are present but not complete (Lull 1921); mature",0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1815,261.8,,288,0,measured,250.55,0.0266,HC_for_thyreophorans_using_FC_and_equation_.25.,2538.373381,0.225375918
856,Notoceratops_bonarellii,not,Ornithischia,Ornithischia,Ornithischia,Campanian,Campanian,,,,,,,,,,,,,,Bonaparte 1996,"Partial lower dentary, lost according to the PBDB",0,0,DNM,DNM Uncat.,,,,,,,,,,
857,Notohypsilophodon_comodorensis,not,Ornithischia,Ornithischia,Ornithischia,Cenomanian,Cenomanian,,,,,218,,120,,14,,,,,Martinez 1998,femur present but only proximal and distal ends; immature; unfused neurocentral sutures: Martinez 1998,1,0,UNPSJB,UNPSJB - PV 942,,,79.79,0.0897,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,34.54913468,0.303763672
858,Ojoceratops_fowleri,Ojoceratops_fowleri,Ornithischia,Ceratopsidae,Ceratopsidae,Early_Maastrichtian,Early_Maastrichtian,,,,,,,,,,,,,,Sullivan & Lucas 2010,squamosal only,0,0,,,,,,,,,,,,
859,Olorotitan_arharensis,Olorotitan_arharensis,Ornithischia,Hadrosauroidea,Hadrosauroidea,Late_Maastrichtian,Late_Maastrichtian,1090,395,,,1120,,595,248,,,,,369,Cast at IRSNB (DCE),mature; Godefroit et al 2003,0,0,"IRSNB, Institut royal des Sciences naturelles de Belgique, Brussels, Belgium",Cast at IRSNB,,,395,0,measured,248,0,measured,4132.470861,0.152360905
860,Orodromeus_makelai,Orodromeus_makelai,Ornithischia,Ornithischia,Ornithischia,Campanian,Maastrichtian,166.1,65,20.4,15.9,202.9,51.8,105.1,38,13.7,9.1,,,,MOR 473 (MTC),mature; Osi et al. 2012,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 473,57.24,36.18,65,0,measured,38,0,measured,19.66316495,0.135
861,Oryctodromeus_cubicularis,Oryctodromeus_cubicularis,Ornithischia,Ornithischia,Ornithischia,Cenomanian,Cenomanian,,,,,254,,157,,16,,,,,Varricchio et al. 2007,mature; Varricchio et al 2007,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 1636a,,,97.81,0.0898,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,60.47424911,0.305173517
862,Osmakasaurus_depressus,not,Ornithischia,Iguanodontia,Iguanodontia,Barremian,Barremian,,,,,,,,,,,,,,McDonald 2011,fragmentary postcranium,0,0,"USNM, United States National Museum, Washington DC, USA",USNM 4753,,,,,,,,,,
863,Othnielosaurus_consors,Othnielosaurus_consors,Ornithischia,Ornithischia,Ornithischia,Kimmeridgian,Tithonian,163,61,16.4,19.7,,,,,,,,,,USNM 8397 (MTC),,0,0,"USNM, United States National Museum, Washington DC, USA",USNM 8397,56.82,,61,0,measured,,,,16.51270387,0.135
